ID	source	context	sentence	sup_idx_sent	sup_idx_context	title	sup_class	superlative	turn_idx (only for dialogue)	target	CS	Anchor	Property	Orientation	Implicit	Amount	Rank
Hobbit_2681_7	literature	"They had crossed the enchanted stream ; but beyond it the path seemed to straggle on just as before , and in the forest they could see no change . Yet if they had known more about it and considered the meaning of the hunt and the white deer that had appeared upon their path , they would have known that they were at last drawing towards the eastern edge , and would soon have come , if they could have kept up their courage and their hope , to thinner trees and places where the sunlight came again . But they did not know this , and they were burdened with the heavy body of Bombur , which they had to carry along with them as best they could , taking the wearisome task in turns of four each while the others shared their packs . If these had not become all too light in the last few days , they would never have managed it ; but a slumbering and smiling Bombur was a poor exchange for packs filled with food however heavy . In a few days a time came when there was practically nothing left to eat or to drink . Nothing wholesome could they see growing in the woods , only funguses and herbs with pale leaves and unpleasant smell . About four days from the enchanted stream they came to a part where most of the trees were beeches . They were at first inclined to be cheered by the change , for here there was no undergrowth and the shadow was not so deep . There was a greenish light about them , and in places they could see some distance to either side of the path . Yet the light only showed them endless lines of straight grey trunks like the pillars of some huge twilight hall . There was a breath of air and a noise of wind , but it had a sad sound . A few leaves came rustling down to remind them that outside autumn was coming on . Their feet ruffled among the dead leaves of countless other autumns that drifted over the banks of the path from the deep red carpets of the forest . Still Bombur slept and they grew very weary . At times they heard disquieting laughter . Sometimes there was singing in the distance too . The laughter was the laughter of fair voices not of goblins , and the singing was beautiful , but it sounded eerie and strange , and they were not comforted , rather they hurried on from those parts with what strength they had left . Two days later they found their path going downwards and before long they were in a valley filled almost entirely with a mighty growth of oaks . "" Is there no end to this accursed forest ? "" said Thorin . "" Somebody must climb a tree and see if he can get his head above the roof and have a look round . The only way is to choose the tallest tree that overhangs the path . "" Of course "" somebody "" meant Bilbo . They chose him because to be of any use the climber must get his head above the topmost leaves , and so he must be light enough for the highest and slenderest branches to bear him ."	"The only way is to choose the tallest tree that overhangs the path . """	30:37	2601:2608			tallest		the tallest tree THAT=overhangs the path	trees THAT=overhang the path	trees	height	positive	n		
Hobbit_2683_31	literature	"But they did not know this , and they were burdened with the heavy body of Bombur , which they had to carry along with them as best they could , taking the wearisome task in turns of four each while the others shared their packs . If these had not become all too light in the last few days , they would never have managed it ; but a slumbering and smiling Bombur was a poor exchange for packs filled with food however heavy . In a few days a time came when there was practically nothing left to eat or to drink . Nothing wholesome could they see growing in the woods , only funguses and herbs with pale leaves and unpleasant smell . About four days from the enchanted stream they came to a part where most of the trees were beeches . They were at first inclined to be cheered by the change , for here there was no undergrowth and the shadow was not so deep . There was a greenish light about them , and in places they could see some distance to either side of the path . Yet the light only showed them endless lines of straight grey trunks like the pillars of some huge twilight hall . There was a breath of air and a noise of wind , but it had a sad sound . A few leaves came rustling down to remind them that outside autumn was coming on . Their feet ruffled among the dead leaves of countless other autumns that drifted over the banks of the path from the deep red carpets of the forest . Still Bombur slept and they grew very weary . At times they heard disquieting laughter . Sometimes there was singing in the distance too . The laughter was the laughter of fair voices not of goblins , and the singing was beautiful , but it sounded eerie and strange , and they were not comforted , rather they hurried on from those parts with what strength they had left . Two days later they found their path going downwards and before long they were in a valley filled almost entirely with a mighty growth of oaks . "" Is there no end to this accursed forest ? "" said Thorin . "" Somebody must climb a tree and see if he can get his head above the roof and have a look round . The only way is to choose the tallest tree that overhangs the path . "" Of course "" somebody "" meant Bilbo . They chose him because to be of any use the climber must get his head above the topmost leaves , and so he must be light enough for the highest and slenderest branches to bear him . Poor Mr. Baggins had never had much practice in climbing trees , but they hoisted him up into the lowest branches of an enormous oak that grew right out into the path , and up he had to go as best he could . He pushed his way through the tangled twigs with many a slap in the eye ; he was greened and grimed from the old bark of the greater boughs ; more than once he slipped and caught himself just in time ; and at last , after a dreadful struggle in a difficult place where there seemed to be no convenient branches at all , he got near the top ."	They chose him because to be of any use the climber must get his head above the topmost leaves , and so he must be light enough for the highest and slenderest branches to bear him .	148:158	2325:2335			slenderest		slenderest branches	branches	branches	thickness	negative	n		
Hobbit_2684_19	literature	"If these had not become all too light in the last few days , they would never have managed it ; but a slumbering and smiling Bombur was a poor exchange for packs filled with food however heavy . In a few days a time came when there was practically nothing left to eat or to drink . Nothing wholesome could they see growing in the woods , only funguses and herbs with pale leaves and unpleasant smell . About four days from the enchanted stream they came to a part where most of the trees were beeches . They were at first inclined to be cheered by the change , for here there was no undergrowth and the shadow was not so deep . There was a greenish light about them , and in places they could see some distance to either side of the path . Yet the light only showed them endless lines of straight grey trunks like the pillars of some huge twilight hall . There was a breath of air and a noise of wind , but it had a sad sound . A few leaves came rustling down to remind them that outside autumn was coming on . Their feet ruffled among the dead leaves of countless other autumns that drifted over the banks of the path from the deep red carpets of the forest . Still Bombur slept and they grew very weary . At times they heard disquieting laughter . Sometimes there was singing in the distance too . The laughter was the laughter of fair voices not of goblins , and the singing was beautiful , but it sounded eerie and strange , and they were not comforted , rather they hurried on from those parts with what strength they had left . Two days later they found their path going downwards and before long they were in a valley filled almost entirely with a mighty growth of oaks . "" Is there no end to this accursed forest ? "" said Thorin . "" Somebody must climb a tree and see if he can get his head above the roof and have a look round . The only way is to choose the tallest tree that overhangs the path . "" Of course "" somebody "" meant Bilbo . They chose him because to be of any use the climber must get his head above the topmost leaves , and so he must be light enough for the highest and slenderest branches to bear him . Poor Mr. Baggins had never had much practice in climbing trees , but they hoisted him up into the lowest branches of an enormous oak that grew right out into the path , and up he had to go as best he could . He pushed his way through the tangled twigs with many a slap in the eye ; he was greened and grimed from the old bark of the greater boughs ; more than once he slipped and caught himself just in time ; and at last , after a dreadful struggle in a difficult place where there seemed to be no convenient branches at all , he got near the top . All the time he was wondering whether there were spiders in the tree , and how he was going to get down again ( except by falling ) ."	Poor Mr. Baggins had never had much practice in climbing trees , but they hoisted him up into the lowest branches of an enormous oak that grew right out into the path , and up he had to go as best he could .	98:104	2226:2232			lowest		the lowest branches OF=an enormous oak THAT=grew right out into the path	branches OF=an enormous oak THAT=grew right out into the path	branches	height	negative	n		
Hobbit_2684_40	literature	"If these had not become all too light in the last few days , they would never have managed it ; but a slumbering and smiling Bombur was a poor exchange for packs filled with food however heavy . In a few days a time came when there was practically nothing left to eat or to drink . Nothing wholesome could they see growing in the woods , only funguses and herbs with pale leaves and unpleasant smell . About four days from the enchanted stream they came to a part where most of the trees were beeches . They were at first inclined to be cheered by the change , for here there was no undergrowth and the shadow was not so deep . There was a greenish light about them , and in places they could see some distance to either side of the path . Yet the light only showed them endless lines of straight grey trunks like the pillars of some huge twilight hall . There was a breath of air and a noise of wind , but it had a sad sound . A few leaves came rustling down to remind them that outside autumn was coming on . Their feet ruffled among the dead leaves of countless other autumns that drifted over the banks of the path from the deep red carpets of the forest . Still Bombur slept and they grew very weary . At times they heard disquieting laughter . Sometimes there was singing in the distance too . The laughter was the laughter of fair voices not of goblins , and the singing was beautiful , but it sounded eerie and strange , and they were not comforted , rather they hurried on from those parts with what strength they had left . Two days later they found their path going downwards and before long they were in a valley filled almost entirely with a mighty growth of oaks . "" Is there no end to this accursed forest ? "" said Thorin . "" Somebody must climb a tree and see if he can get his head above the roof and have a look round . The only way is to choose the tallest tree that overhangs the path . "" Of course "" somebody "" meant Bilbo . They chose him because to be of any use the climber must get his head above the topmost leaves , and so he must be light enough for the highest and slenderest branches to bear him . Poor Mr. Baggins had never had much practice in climbing trees , but they hoisted him up into the lowest branches of an enormous oak that grew right out into the path , and up he had to go as best he could . He pushed his way through the tangled twigs with many a slap in the eye ; he was greened and grimed from the old bark of the greater boughs ; more than once he slipped and caught himself just in time ; and at last , after a dreadful struggle in a difficult place where there seemed to be no convenient branches at all , he got near the top . All the time he was wondering whether there were spiders in the tree , and how he was going to get down again ( except by falling ) ."	Poor Mr. Baggins had never had much practice in climbing trees , but they hoisted him up into the lowest branches of an enormous oak that grew right out into the path , and up he had to go as best he could .	192:196	2320:2324			best		GO(e, AGENT=Bilbo, TRAJECTORY=up, MANNER=as best he could)	GO(e, AGENT=Bilbo, TRAJECTORY=up, MANNER=*)	#3=MANNER	quality	positive	n		
Hobbit_2744_21	literature	" Let your legs take their share , we have carried you far enough .  All the same he suddenly refused to go a step further and flung himself on the ground . "" Go on , if you must , "" he said . "" I 'm just going to lie here and sleep and dream of food , if I ca n't get it any other way . I hope I never wake up again . "" At that very moment Balin , who was a little way ahead , called out : "" What was that ? I thought I saw a twinkle of light in the forest . "" They all looked , and a longish way off , it seemed , they saw a red twinkle in the dark ; then another and another sprang out beside it . Even Bombur got up , and they hurried along then , not caring if it was trolls or goblins . The light was in front of them and to the left of the path , and when at last they had drawn level with it , it seemed plain that torches and fires were burning under the trees , but a good way off their track . "" It looks as if my dreams were coming true , "" gasped Bombur puffing up behind . He wanted to rush straight off into the wood after the lights . But the others remembered only too well the warnings of the wizard and of Beorn . "" A feast would be no good , if we never got back alive from it , "" said Thorin . "" But without a feast we sha n't remain alive much longer anyway , "" said Bombur , and Bilbo heartily agreed with him . They argued about it backwards and forwards for a long while , until they agreed at length to send out a couple of spies , to creep near the lights and find out more about them . But then they could not agree on who was to be sent : no one seemed anxious to run the chance of being lost and never finding his friends again . In the end , in spite of warnings , hunger decided them , because Bombur kept on describing all the good things that were being eaten , according to his dream , in the woodland feast ; so they all left the path and plunged into the forest together . After a good deal of creeping and crawling they peered round the trunks and looked into a clearing where some trees had been felled and the ground levelled . There were many people there , elvish- looking folk , all dressed in green and brown and sitting on sawn rings of the felled trees in a great circle . There was a fire in their midst and there were torches fastened to some of the trees round about ; but most splendid sight of all : they were eating and drinking and laughing merrily . The smell of the roast meats was so enchanting that , without waiting to consult one another , every one of them got up and scrambled forwards into the ring with the one idea of begging for some food . No sooner had the first stepped into the clearing than all the lights went out as if by magic ."	There was a fire in their midst and there were torches fastened to some of the trees round about ; but most splendid sight of all : they were eating and drinking and laughing merrily .	103:107	2323:2327			most		they were eating and drinking and laughing merrily	sights	sights	splendidness	positive	n		
Hobbit_2779_4	literature	"They wo n't be frightened of him - ( ' What about me of them ? ' thought Bilbo ) - and any way I hope they wo n't do anything nasty to him . "" When they got to the edge of the circle of lights they pushed Bilbo suddenly from behind . Before he had time to slip on his ring , he stumbled forward into the full blaze of the fire and torches . It was no good . Out went all the lights again and complete darkness fell . If it had been difficult collecting themselves before , it was far worse this time . And they simply could not find the hobbit . Every time they counted themselves it only made thirteen . They shouted and called : "" Bilbo Baggins ! Hobbit ! You dratted hobbit ! Hi ! hobbit , confusticate you , where are you ? "" and other things of that sort , but there was no answer . They were just giving up hope , when Dori stumbled across him by sheer luck . In the dark he fell over what he thought was a log , and he found it was the hobbit curled up fast asleep . It took a deal of shaking to wake him , and when he was awake he was not pleased at all . "" I was having such a lovely dream , "" he grumbled , "" all about having a most gorgeous dinner . "" "" Good heavens ! he has gone like Bombur , "" they said . "" Do n't tell us about dreams . Dream- dinners are n't any good , and we ca n't share them . "" "" They are the best I am likely to get in this beastly place , "" he muttered , as he lay down beside the dwarves and tried to go back to sleep and find his dream again . But that was not the last of the lights in the forest . Later when the night must have been getting old , Kili who was watching then , came and roused them all again , saying : "" There 's a regular blaze of light begun not far away - hundreds of torches and many fires must have been lit suddenly and by magic ."	 They are the best I am likely to get in this beastly place ,  he muttered , as he lay down beside the dwarves and tried to go back to sleep and find his dream again .	15:19	1330:1334			best		GET(e, AGENT=he, THEME=dream-dinners, LOCATION=this beastly place)	GET(e, AGENT=he, THEME=*, LOCATION=this beastly place)	#2=THEME	quality	positive	n		
Hobbit_2795_5	literature	" Good heavens ! he has gone like Bombur ,  they said . "" Do n't tell us about dreams . Dream- dinners are n't any good , and we ca n't share them . "" "" They are the best I am likely to get in this beastly place , "" he muttered , as he lay down beside the dwarves and tried to go back to sleep and find his dream again . But that was not the last of the lights in the forest . Later when the night must have been getting old , Kili who was watching then , came and roused them all again , saying : "" There 's a regular blaze of light begun not far away - hundreds of torches and many fires must have been lit suddenly and by magic . And hark to the singing and the harps ! "" After lying and listening for a while , they found they could not resist the desire to go nearer and try once more to get help . Up they got again ; and this time the result was disastrous . The feast that they now saw was greater and more magnificent than before ; and at the head of a long line of feasters sat a woodland king with a crown of leaves upon his golden hair , very much as Bombur had described the figure in his dream . The elvish folk were passing bowls from hand to hand and across the fires , and some were harping and many were singing . Their gloaming hair was twined with flowers ; green and white gems glinted on their collars and their belts ; and their faces and their songs were filled with mirth . Loud and clear and fair were those songs , and out stepped Thorin into their midst . Dead silence fell in the middle of a word . Out went all light . The fires leaped up in black smokes . Ashes and cinders were in the eyes of the dwarves , and the wood was filled again with their clamour and their cries . Bilbo found himself running round and round ( as he thought ) and calling and calling : "" Dori , Nori , Ori , Oin , Gloin , Fili , Kili , Bombur , Bifur , Bofur , Dwalin , Balin , Thorin Oakenshield , "" while people he could not see or feel were doing the same all round him ( with an occasional "" Bilbo ! "" thrown in ) . But the cries of the others got steadily further and fainter , and though after a while it seemed to him they changed to yells and cries for help in the far distance , all noise at last died right away , and he was left alone in complete silence and darkness . That was one of his most miserable moments . But he soon made up his mind that it was no good trying to do anything till day came with some little light , and quite useless to go blundering about tiring himself out with no hope of any breakfast to revive him . So he sat himself down with his back to a tree , and not for the last time fell to thinking of his far-distant hobbit -hole with its beautiful pantries ."	That was one of his most miserable moments .	20:24	2310:2314			most		the cries of the others got steadily further and fainter , and though after a while it seemed to him they changed to yells and cries for help in the far distance , all noise at last died right away , and he was left alone in complete silence and darkness	moments FOR=Bilbo	moments	misery	positive	y		
Hobbit_2847_2	literature	"He had picked his way stealthily for some distance , when he noticed a place of dense black shadow ahead of him black even for that forest , like a patch of midnight that had never been cleared away . As he drew nearer , he saw that it was made by spider-webs one behind and over and tangled with another . Suddenly he saw , too , that there were spiders huge and horrible sitting in the branches above him , and ring or no ring he trembled with fear lest they should discover him . Standing behind a tree he watched a group of them for some time , and then in the silence and stillness of the wood he realised that these loathsome creatures were speaking one to another . Their voices were a sort of thin creaking and hissing , but he could make out many of the words that they said . They were talking about the dwarves ! "" It was a sharp struggle , but worth it , "" said one . "" What nasty thick skins they have to be sure , but I 'll wager there is good juice inside . "" "" Aye , they 'll make fine eating , when they 've hung a bit , "" said another . "" Do n't hang 'em too long , "" said a third . "" They 're not as fat as they might be . Been feeding none too well of late , I should guess . "" "" Kill 'em , I say , "" hissed a fourth ; "" kill 'em now and hang 'em dead for a while . "" "" They 're dead now , I 'll warrant , "" said the first . "" That they are not . I saw one a-struggling just now . Just coming round again , I should say , after a bee-autiful sleep . I 'll show you . "" With that one of the fat spiders ran along a rope , till it came to a dozen bundles hanging in a row from a high branch . Bilbo was horrified , now that he noticed them for the first time dangling in the shadows , to see a dwarvish foot sticking out of the bottoms of some of the bundles , or here and there the tip of a nose , or a bit of beard or of a hood . To the fattest of these bundles the spider went - "" It is poor old Bombur , I 'll bet , "" thought Bilbo - and nipped hard at the nose that stuck out . There was a muffled yelp inside , and a toe shot up and kicked the spider straight and hard . There was life in Bombur still ."	"To the fattest of these bundles the spider went - "" It is poor old Bombur , I 'll bet , "" thought Bilbo - and nipped hard at the nose that stuck out ."	7:14	1857:1864			fattest		the fattest OF=the bundles	the bundles	the bundles	fattness	positive	y		
Hobbit_2887_1	literature	When about fifty had gone off to the place where he had stood before , he threw some more stones at these , and at others that had stopped behind ; then dancing among the trees he began to sing a song to infuriate them and bring them all after him , and also to let the dwarves hear his voice . This is what he sang : [ vs ] Not very good perhaps , but then you must remember that he had to make it up himself , on the spur of a very awkward moment . It did what he wanted any way . As he sang he threw some more stones and stamped . Practically all the spiders in the place came after him : some dropped to the ground , others raced along the branches , swung from tree to tree , or cast new ropes across the dark spaces . They made for his noise far quicker than he had expected . They were frightfully angry . Quite apart from the stones no spider has ever liked being called Attercop , and Tomnoddy of course is insulting to anybody . Off Bilbo scuttled to a fresh place , but several of the spiders had run now to different points in the glade where they lived , and were busy spinning webs across all the spaces between the tree-stems . Very soon the hobbit would be caught in a thick fence of them all round him - that at least was the spiders ' idea . Standing now in the middle of the hunting and spinning insects Bilbo plucked up his courage and began a new song : [ vs ] With that he turned and found that the last space between two tall trees had been closed with a web - but luckily not a proper web , only great strands of double - thick spider- rope run hastily backwards and forwards from trunk to trunk . Out came his little ' sword . He slashed the threads to pieces and went off singing . The spiders saw the sword , though I do n't suppose they knew what it was , and at once the whole lot of them came hurrying after the hobbit along the ground and the branches , hairy legs waving , nippers and spinners snapping , eyes popping , full of froth and rage . They followed him into the forest until Bilbo had gone as far as he dared . Then quieter than a mouse he stole back . He had precious little time , he knew , before the spiders were disgusted and came back to their trees where the dwarves were hung . In the meanwhile he had to rescue them . The worst part of the job was getting up on to the long branch where the bundles were dangling . I do n't suppose he would have managed it , if a spider had not luckily left a rope hanging down ; with its help , though it stuck to his hand and hurt him , he scrambled up - only to meet an old slow wicked fat-bodied spider who had remained behind to guard the prisoners , and had been busy pinching them to see which was the juiciest to eat . It had thought of starting the feast while the others were away , but Mr. Baggins was in a hurry , and before the spider knew what was happening it felt his sting and rolled off the branch dead .	The worst part of the job was getting up on to the long branch where the bundles were dangling .	4:9	2273:2278			worst		getting up on to the long branch where the bundles were dangling	parts OF=the job	parts	quality	negative	n		
Hobbit_2888_69	literature	This is what he sang : [ vs ] Not very good perhaps , but then you must remember that he had to make it up himself , on the spur of a very awkward moment . It did what he wanted any way . As he sang he threw some more stones and stamped . Practically all the spiders in the place came after him : some dropped to the ground , others raced along the branches , swung from tree to tree , or cast new ropes across the dark spaces . They made for his noise far quicker than he had expected . They were frightfully angry . Quite apart from the stones no spider has ever liked being called Attercop , and Tomnoddy of course is insulting to anybody . Off Bilbo scuttled to a fresh place , but several of the spiders had run now to different points in the glade where they lived , and were busy spinning webs across all the spaces between the tree-stems . Very soon the hobbit would be caught in a thick fence of them all round him - that at least was the spiders ' idea . Standing now in the middle of the hunting and spinning insects Bilbo plucked up his courage and began a new song : [ vs ] With that he turned and found that the last space between two tall trees had been closed with a web - but luckily not a proper web , only great strands of double - thick spider- rope run hastily backwards and forwards from trunk to trunk . Out came his little ' sword . He slashed the threads to pieces and went off singing . The spiders saw the sword , though I do n't suppose they knew what it was , and at once the whole lot of them came hurrying after the hobbit along the ground and the branches , hairy legs waving , nippers and spinners snapping , eyes popping , full of froth and rage . They followed him into the forest until Bilbo had gone as far as he dared . Then quieter than a mouse he stole back . He had precious little time , he knew , before the spiders were disgusted and came back to their trees where the dwarves were hung . In the meanwhile he had to rescue them . The worst part of the job was getting up on to the long branch where the bundles were dangling . I do n't suppose he would have managed it , if a spider had not luckily left a rope hanging down ; with its help , though it stuck to his hand and hurt him , he scrambled up - only to meet an old slow wicked fat-bodied spider who had remained behind to guard the prisoners , and had been busy pinching them to see which was the juiciest to eat . It had thought of starting the feast while the others were away , but Mr. Baggins was in a hurry , and before the spider knew what was happening it felt his sting and rolled off the branch dead . Bilbo 's next job was to loose a dwarf .	I do n't suppose he would have managed it , if a spider had not luckily left a rope hanging down ; with its help , though it stuck to his hand and hurt him , he scrambled up - only to meet an old slow wicked fat-bodied spider who had remained behind to guard the prisoners , and had been busy pinching them to see which was the juiciest to eat .	328:336	2399:2407			juiciest		the juciest prisoner	prisoners	prisoners	juciness	positive	n		
Hobbit_2898_16	literature	"Standing now in the middle of the hunting and spinning insects Bilbo plucked up his courage and began a new song : [ vs ] With that he turned and found that the last space between two tall trees had been closed with a web - but luckily not a proper web , only great strands of double - thick spider- rope run hastily backwards and forwards from trunk to trunk . Out came his little ' sword . He slashed the threads to pieces and went off singing . The spiders saw the sword , though I do n't suppose they knew what it was , and at once the whole lot of them came hurrying after the hobbit along the ground and the branches , hairy legs waving , nippers and spinners snapping , eyes popping , full of froth and rage . They followed him into the forest until Bilbo had gone as far as he dared . Then quieter than a mouse he stole back . He had precious little time , he knew , before the spiders were disgusted and came back to their trees where the dwarves were hung . In the meanwhile he had to rescue them . The worst part of the job was getting up on to the long branch where the bundles were dangling . I do n't suppose he would have managed it , if a spider had not luckily left a rope hanging down ; with its help , though it stuck to his hand and hurt him , he scrambled up - only to meet an old slow wicked fat-bodied spider who had remained behind to guard the prisoners , and had been busy pinching them to see which was the juiciest to eat . It had thought of starting the feast while the others were away , but Mr. Baggins was in a hurry , and before the spider knew what was happening it felt his sting and rolled off the branch dead . Bilbo 's next job was to loose a dwarf . What was he to do ? If he cut the string which hung him up , the wretched dwarf would tumble thump to the ground a good way below . Wriggling along the branch ( which made all the poor dwarves dance and dangle like ripe fruit ) he reached the first bundle . "" Fili or Kili , "" he thought by the tip of a blue hood sticking out at the top . "" Most likely Fili , "" he thought by the tip of a long nose poking out of the winding threads . He managed by leaning over to cut most of the strong sticky threads that bound him round , and then , sure enough , with a kick and a struggle most of Fili emerged . I am afraid Bilbo actually laughed at the sight of him jerking his stiff arms and legs as he danced on the spider-string under his armpits , just like one of those funny toys bobbing on a wire . Somehow or other Fili was got on to the branch , and then he did his best to help the hobbit , although he was feeling very sick and ill from spider-poison , and from hanging most of the night and the next day wound round and round with only his nose to breathe through . It took him ages to get the beastly stuff out of his eyes and eyebrows , and as for his beard , he had to cut most of it off . Well , between them they started to haul up first one dwarf and then another and slash them free ."	Somehow or other Fili was got on to the branch , and then he did his best to help the hobbit , although he was feeling very sick and ill from spider-poison , and from hanging most of the night and the next day wound round and round with only his nose to breathe through .	69:73	2555:2559			best		"DO(e, AGENT=Fili, THEME=""his best"", EVENTUALITY=to help the hobbit)"	DO(e, AGENT=Fili, THEME=*, EVENTUALITY=to help the hobbit)	#2=THEME	quality	positive	n		
Hobbit_2904_10	literature	"Then quieter than a mouse he stole back . He had precious little time , he knew , before the spiders were disgusted and came back to their trees where the dwarves were hung . In the meanwhile he had to rescue them . The worst part of the job was getting up on to the long branch where the bundles were dangling . I do n't suppose he would have managed it , if a spider had not luckily left a rope hanging down ; with its help , though it stuck to his hand and hurt him , he scrambled up - only to meet an old slow wicked fat-bodied spider who had remained behind to guard the prisoners , and had been busy pinching them to see which was the juiciest to eat . It had thought of starting the feast while the others were away , but Mr. Baggins was in a hurry , and before the spider knew what was happening it felt his sting and rolled off the branch dead . Bilbo 's next job was to loose a dwarf . What was he to do ? If he cut the string which hung him up , the wretched dwarf would tumble thump to the ground a good way below . Wriggling along the branch ( which made all the poor dwarves dance and dangle like ripe fruit ) he reached the first bundle . "" Fili or Kili , "" he thought by the tip of a blue hood sticking out at the top . "" Most likely Fili , "" he thought by the tip of a long nose poking out of the winding threads . He managed by leaning over to cut most of the strong sticky threads that bound him round , and then , sure enough , with a kick and a struggle most of Fili emerged . I am afraid Bilbo actually laughed at the sight of him jerking his stiff arms and legs as he danced on the spider-string under his armpits , just like one of those funny toys bobbing on a wire . Somehow or other Fili was got on to the branch , and then he did his best to help the hobbit , although he was feeling very sick and ill from spider-poison , and from hanging most of the night and the next day wound round and round with only his nose to breathe through . It took him ages to get the beastly stuff out of his eyes and eyebrows , and as for his beard , he had to cut most of it off . Well , between them they started to haul up first one dwarf and then another and slash them free . None of them were better off than Fili , and some of them were worse . Some had hardly been able to breathe at all ( long noses are sometimes useful you see ) , and some had been more poisoned . In this way they rescued Kili , Bifur , Bofur , Don and Nori . Poor old Bombur was so exhausted - he was the fattest and had been constantly pinched and poked - that he just rolled off the branch and fell plop on to the ground , fortunately on to leaves , and lay there . But there were still five dwarves hanging at the end of the branch when the spiders began to come back , more full of rage than ever . Bilbo immediately went to the end of the branch nearest the tree-trunk and kept back those that crawled up ."	Poor old Bombur was so exhausted - he was the fattest and had been constantly pinched and poked - that he just rolled off the branch and fell plop on to the ground , fortunately on to leaves , and lay there .	46:53	2495:2502			fattest		Bombur	Kili ^ Bifur ^ Bofur ^ Don ^ Nori ^ Bombur	Kili ^ Bifur ^ Bofur ^ Don ^ Nori ^ Bombur	fattness	positive	n		
Hobbit_2906_9	literature	"In the meanwhile he had to rescue them . The worst part of the job was getting up on to the long branch where the bundles were dangling . I do n't suppose he would have managed it , if a spider had not luckily left a rope hanging down ; with its help , though it stuck to his hand and hurt him , he scrambled up - only to meet an old slow wicked fat-bodied spider who had remained behind to guard the prisoners , and had been busy pinching them to see which was the juiciest to eat . It had thought of starting the feast while the others were away , but Mr. Baggins was in a hurry , and before the spider knew what was happening it felt his sting and rolled off the branch dead . Bilbo 's next job was to loose a dwarf . What was he to do ? If he cut the string which hung him up , the wretched dwarf would tumble thump to the ground a good way below . Wriggling along the branch ( which made all the poor dwarves dance and dangle like ripe fruit ) he reached the first bundle . "" Fili or Kili , "" he thought by the tip of a blue hood sticking out at the top . "" Most likely Fili , "" he thought by the tip of a long nose poking out of the winding threads . He managed by leaning over to cut most of the strong sticky threads that bound him round , and then , sure enough , with a kick and a struggle most of Fili emerged . I am afraid Bilbo actually laughed at the sight of him jerking his stiff arms and legs as he danced on the spider-string under his armpits , just like one of those funny toys bobbing on a wire . Somehow or other Fili was got on to the branch , and then he did his best to help the hobbit , although he was feeling very sick and ill from spider-poison , and from hanging most of the night and the next day wound round and round with only his nose to breathe through . It took him ages to get the beastly stuff out of his eyes and eyebrows , and as for his beard , he had to cut most of it off . Well , between them they started to haul up first one dwarf and then another and slash them free . None of them were better off than Fili , and some of them were worse . Some had hardly been able to breathe at all ( long noses are sometimes useful you see ) , and some had been more poisoned . In this way they rescued Kili , Bifur , Bofur , Don and Nori . Poor old Bombur was so exhausted - he was the fattest and had been constantly pinched and poked - that he just rolled off the branch and fell plop on to the ground , fortunately on to leaves , and lay there . But there were still five dwarves hanging at the end of the branch when the spiders began to come back , more full of rage than ever . Bilbo immediately went to the end of the branch nearest the tree-trunk and kept back those that crawled up . He had taken off his ring when he rescued Fili and forgotten to put it on again , so now they all began to splutter and hiss : "" Now we see you , you nasty little creature ! We will eat you and leave your bones and skin hanging on a tree ."	Bilbo immediately went to the end of the branch nearest the tree-trunk and kept back those that crawled up .	48:55	2666:2673			nearest		the branch nearest the tree-trunk	branches	branches	distance	negative	n		
Hobbit_3014_17	literature	"And then he fell asleep , and there was complete silence for a long time . All of a sudden Dwalin opened an eye , and looked round at them . "" Where is Thorin ? "" he asked . It was a terrible shock . Of course there were only thirteen of them , twelve dwarves and the hobbit . Where indeed was Thorin ? They wondered what evil fate had befallen him , magic or dark monsters ; and shuddered as they lay lost in the forest . There they dropped off one by one into uncomfortable sleep full of horrible dreams , as evening wore to black night ; and there we must leave them for the present , too sick and weary to set guards or take turns watching . Thorin had been caught much faster than they had . You remember Bilbo falling like a log into sleep , as he stepped into a circle of light ? The next time it had been Thorin who stepped forward , and as the lights went out he fell like a stone enchanted . All the noise of the dwarves lost in the night , their cries as the spiders caught them and bound them , and all the sounds of the battle next day , had passed over him unheard . Then the Wood-elves had come to him , and bound him , and carried him away . The feasting people were Wood-elves , of course . These are not wicked folk . If they have a fault it is distrust of strangers . Though their magic was strong , even in those days they were wary . They differed from the High Elves of the West , and were more dangerous and less wise . For most of them ( together with their scattered relations in the hills and mountains ) were descended from the ancient tribes that never went to Faerie in the West . There the Light-elves and the Deep-elves and the Sea-elves went and lived for ages , and grew fairer and wiser and more learned , and invented their magic and their cunning craft , in the making of beautiful and marvellous things , before some came back into the Wide World . In the Wide World the Wood-elves lingered in the twilight of our Sun and Moon but loved best the stars ; and they wandered in the great forests that grew tall in lands that are now lost . They dwelt most often by the edges of the woods , from which they could escape at times to hunt , or to ride and run over the open lands by moonlight or starlight ; and after the coming of Men they took ever more and more to the gloaming and the dusk . Still elves they were and remain , and that is Good People ."	In the Wide World the Wood-elves lingered in the twilight of our Sun and Moon but loved best the stars ; and they wandered in the great forests that grew tall in lands that are now lost .	88:92	1974:1978			best		LOVE(e, EXPERIENCER=Wood-elves, STIMULUS=the stars, LOCATION=the Wide World)	LOVE(e, EXPERIENCER=Wood-elves, STIMULUS=Sun ^ moon ^ the stars, LOCATION=the Wide World)	#2=STIMULUS	degree	positive	n		
